epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3687.2,2.28959,2.79518,1.7704,0.00164,0.03415,7e-05,1e-05,3.56492,3.8552,3.11958,0.00032,0.00032,0.00032
